iter	Passed	Remaining
1510	47050	15226
1511	47078	15194
1512	47106	15162
1513	47133	15130
1514	47161	15097
1515	47190	15066
1516	47220	15034
1517	47252	15003
1518	47281	14972
1519	47311	14940
1520	47341	14909
1521	47369	14877
1522	47398	14845
1523	47429	14813
1524	47457	14781
1525	47487	14750
1526	47516	14718
1527	47544	14686
1528	47573	14654
1529	47601	14622
1530	47629	14590
1531	47658	14558
1532	47688	14527
1533	47717	14495
1534	47748	14464
1535	47778	14432
1536	47807	14401
1537	47841	14371
1538	47879	14342
1539	47924	14315
1540	47968	14287
1541	48012	14260
1542	48053	14232
1543	48081	14200
1544	48108	14167
1545	48135	14135
1546	48163	14103
1547	48189	14070
1548	48217	14038
1549	48244	14006
1550	48270	13974
1551	48297	13941
1552	48327	13910
1553	48353	13877
1554	48380	13845
1555	48410	13813
1556	48437	13781
1557	48466	13749
1558	48492	13717
1559	48521	13685
1560	48549	13653
1561	48575	13621
1562	48600	13588
1563	48629	13556
1564	48656	13524
1565	48684	13492
1566	48710	13459
1567	48738	13427
1568	48762	13394
1569	48788	13362
1570	48819	13331
1571	48846	13299
1572	48874	13267
1573	48900	13234
1574	48927	13202
1575	48955	13170
1576	48982	13138
1577	49007	13106
1578	49035	13074
1579	49064	13042
1580	49091	13010
1581	49118	12978
1582	49146	12946
1583	49174	12914
1584	49201	12882
1585	49230	12850
1586	49258	12819
1587	49285	12786
1588	49314	12755
1589	49342	12723
1590	49368	12691
1591	49397	12659
1592	49426	12628
1593	49455	12596
1594	49483	12564
1595	49512	12533
1596	49539	12501
1597	49566	12469
1598	49593	12437
1599	49620	12405
1600	49646	12372
1601	49673	12340
1602	49701	12309
1603	49729	12277
1604	49755	12245
1605	49783	12213
1606	49812	12181
1607	49843	12150
1608	49873	12119
1609	49901	12088
1610	49929	12056
1611	49956	12024
1612	49982	11992
1613	50009	11960
1614	50035	11927
1615	50062	11895
1616	50087	11863
1617	50116	11832
1618	50144	11800
1619	50171	11768
1620	50197	11736
1621	50225	11704
1622	50251	11672
1623	50277	11640
1624	50306	11609
1625	50336	11577
1626	50363	11546
